Timestamp (UTC),Device Tag,Channel Description,Raw Value,Calibration,Offset,Calibrated Value,Sensor Type,Unit,Location Lat,Location Long
2023-03-20T05:03:50Z,mil-bin01,Distance to Top,1209,1,0,1209,,mm,-34.187008,142.165156
2023-03-20T04:04:14Z,mil-bin01,Distance to Top,1155,1,0,1155,,mm,-34.187008,142.165156
2023-03-20T03:04:06Z,mil-bin01,Distance to Top,1213,1,0,1213,,mm,-34.187008,142.165156
2023-03-20T02:04:22Z,mil-bin01,Distance to Top,1257,1,0,1257,,mm,-34.187008,142.165156
2023-03-19T23:04:29Z,mil-bin01,Distance to Top,1323,1,0,1323,,mm,-34.187008,142.165156
2023-03-19T22:04:22Z,mil-bin01,Distance to Top,1331,1,0,1331,,mm,-34.187008,142.165156
2023-03-19T21:03:55Z,mil-bin01,Distance to Top,1330,1,0,1330,,mm,-34.187008,142.165156
2023-03-19T20:04:19Z,mil-bin01,Distance to Top,1335,1,0,1335,,mm,-34.187008,142.165156
2023-03-19T18:03:46Z,mil-bin01,Distance to Top,1242,1,0,1242,,mm,-34.187008,142.165156
2023-03-19T17:04:02Z,mil-bin01,Distance to Top,1247,1,0,1247,,mm,-34.187008,142.165156
2023-03-19T16:04:09Z,mil-bin01,Distance to Top,1307,1,0,1307,,mm,-34.187008,142.165156
2023-03-19T15:03:45Z,mil-bin01,Distance to Top,1249,1,0,1249,,mm,-34.187008,142.165156
2023-03-19T14:04:58Z,mil-bin01,Distance to Top,1215,1,0,1215,,mm,-34.187008,142.165156
2023-03-19T13:03:53Z,mil-bin01,Distance to Top,1215,1,0,1215,,mm,-34.187008,142.165156
2023-03-19T10:03:58Z,mil-bin01,Distance to Top,1235,1,0,1235,,mm,-34.187008,142.165156
2023-03-19T09:03:57Z,mil-bin01,Distance to Top,1215,1,0,1215,,mm,-34.187008,142.165156
2023-03-19T07:03:49Z,mil-bin01,Distance to Top,1253,1,0,1253,,mm,-34.187008,142.165156
2023-03-19T06:03:57Z,mil-bin01,Distance to Top,1245,1,0,1245,,mm,-34.187008,142.165156
2023-03-19T05:03:41Z,mil-bin01,Distance to Top,1245,1,0,1245,,mm,-34.187008,142.165156
2023-03-19T04:03:40Z,mil-bin01,Distance to Top,1253,1,0,1253,,mm,-34.187008,142.165156
2023-03-19T03:03:55Z,mil-bin01,Distance to Top,1255,1,0,1255,,mm,-34.187008,142.165156
2023-03-19T02:03:55Z,mil-bin01,Distance to Top,1242,1,0,1242,,mm,-34.187008,142.165156
2023-03-19T01:04:11Z,mil-bin01,Distance to Top,1243,1,0,1243,,mm,-34.187008,142.165156
2023-03-19T00:03:38Z,mil-bin01,Distance to Top,1226,1,0,1226,,mm,-34.187008,142.165156
2023-03-18T23:03:46Z,mil-bin01,Distance to Top,1269,1,0,1269,,mm,-34.187008,142.165156
2023-03-18T22:03:37Z,mil-bin01,Distance to Top,1271,1,0,1271,,mm,-34.187008,142.165156
2023-03-18T21:04:03Z,mil-bin01,Distance to Top,1268,1,0,1268,,mm,-34.187008,142.165156
2023-03-18T19:04:10Z,mil-bin01,Distance to Top,1269,1,0,1269,,mm,-34.187008,142.165156
2023-03-18T18:04:09Z,mil-bin01,Distance to Top,1230,1,0,1230,,mm,-34.187008,142.165156
2023-03-18T17:03:51Z,mil-bin01,Distance to Top,1239,1,0,1239,,mm,-34.187008,142.165156
2023-03-18T16:04:09Z,mil-bin01,Distance to Top,1240,1,0,1240,,mm,-34.187008,142.165156
2023-03-18T15:04:15Z,mil-bin01,Distance to Top,1243,1,0,1243,,mm,-34.187008,142.165156
2023-03-18T14:03:59Z,mil-bin01,Distance to Top,1243,1,0,1243,,mm,-34.187008,142.165156
2023-03-18T13:03:35Z,mil-bin01,Distance to Top,1248,1,0,1248,,mm,-34.187008,142.165156
2023-03-18T10:04:47Z,mil-bin01,Distance to Top,1239,1,0,1239,,mm,-34.187008,142.165156
2023-03-18T09:03:48Z,mil-bin01,Distance to Top,1253,1,0,1253,,mm,-34.187008,142.165156
2023-03-18T08:05:12Z,mil-bin01,Distance to Top,1262,1,0,1262,,mm,-34.187008,142.165156
2023-03-18T07:03:41Z,mil-bin01,Distance to Top,1260,1,0,1260,,mm,-34.187008,142.165156
